time,TP9,AF7,AF8,TP10
1691552244630.75,-50.29296875,-12.6953125,-32.71484375,-60.546875
1691552244677.625,-40.52734375,-20.5078125,-42.48046875,-55.6640625
1691552244724.5,-29.296875,-23.92578125,-45.8984375,-40.52734375
1691552244771.375,-36.1328125,-29.296875,-35.64453125,-45.41015625
1691552244818.25,-24.90234375,-28.3203125,-48.828125,-40.52734375
1691552244865.125,-64.453125,-40.0390625,-34.66796875,-55.17578125
1691552244912,-26.85546875,-41.50390625,-31.73828125,-39.55078125
1691552244958.875,-49.31640625,-36.1328125,-23.92578125,-22.4609375
1691552245005.75,-41.50390625,-41.9921875,-41.50390625,-45.41015625
1691552245052.625,-42.96875,-29.78515625,-36.62109375,-37.109375
1691552245099.5,-54.6875,-37.109375,-23.92578125,-24.90234375
1691552245146.375,-28.3203125,-28.3203125,-26.3671875,-39.0625
1691552245193.25,-33.69140625,-23.92578125,-28.80859375,-33.203125
1691552245240.125,-42.96875,-46.38671875,-25.390625,-34.1796875
1691552245287,-64.94140625,-35.64453125,-28.3203125,-44.921875
1691552245333.875,-45.41015625,-38.0859375,-43.45703125,-54.6875
1691552245380.75,-49.8046875,-41.50390625,-24.4140625,-49.8046875
1691552245427.625,-21.97265625,-29.296875,-24.4140625,-31.25
1691552245474.5,-36.62109375,-44.43359375,-35.15625,-40.52734375
1691552245521.375,-33.69140625,-47.36328125,-22.4609375,-34.1796875
1691552245568.25,-27.34375,-35.64453125,-33.69140625,-39.0625
1691552245615.125,-41.50390625,-52.24609375,-29.296875,-32.2265625
1691552245662,-36.1328125,-37.59765625,-29.78515625,-37.59765625
1691552245708.875,-32.71484375,-40.0390625,-16.6015625,-32.71484375
1691552245755.75,-29.78515625,-34.66796875,-36.62109375,-32.2265625
1691552245802.625,-33.69140625,-43.9453125,-23.4375,-23.92578125
1691552245849.5,-41.9921875,-37.109375,-32.2265625,-44.921875
1691552245896.375,-36.62109375,-30.76171875,-21.97265625,-30.76171875
1691552245943.25,-24.4140625,-26.85546875,-24.4140625,-26.85546875
1691552245990.125,-37.109375,-31.25,-30.76171875,-25.87890625
1691552246037,-12.20703125,-19.04296875,-25.87890625,-24.4140625
1691552246083.875,-42.48046875,-40.0390625,-22.94921875,-29.78515625
1691552246130.75,-29.78515625,-36.1328125,-30.76171875,-26.3671875
1691552246177.625,-41.015625,-42.96875,-23.92578125,-28.80859375
1691552246224.5,-40.0390625,-34.1796875,-29.296875,-40.0390625
1691552246271.375,-32.71484375,-34.66796875,-32.2265625,-48.33984375
1691552246318.25,-30.76171875,-17.08984375,-29.78515625,-28.3203125
1691552246365.125,-15.625,-23.92578125,-31.25,-24.90234375
1691552246412,-37.109375,-11.71875,-21.97265625,-22.94921875
1691552246458.875,-19.53125,-39.0625,-27.34375,-31.25
1691552246505.75,-20.5078125,-23.4375,-37.109375,-35.15625
1691552246552.625,-28.3203125,-43.45703125,-33.203125,-25.87890625
1691552246599.5,-38.57421875,-30.2734375,-32.71484375,-44.43359375
1691552246646.375,-39.0625,-36.1328125,-43.45703125,-36.62109375
1691552246693.25,-38.0859375,-40.52734375,-40.52734375,-44.43359375
1691552246740.125,-35.15625,-36.62109375,-34.1796875,-37.59765625
1691552246787,-42.48046875,-36.62109375,-50.29296875,-46.38671875
1691552246833.875,-46.38671875,-46.875,-38.57421875,-42.48046875
1691552246880.75,-50.29296875,-41.50390625,-36.1328125,-37.109375
1691552246927.625,-41.9921875,-38.57421875,-39.0625,-35.15625
1691552246974.5,-47.36328125,-41.015625,-36.62109375,-44.43359375
1691552247021.375,-38.57421875,-46.875,-47.36328125,-49.31640625
1691552247068.25,-50.29296875,-44.43359375,-41.9921875,-43.9453125
1691552247115.125,-44.43359375,-24.4140625,-36.62109375,-34.66796875
1691552247162,-35.15625,-33.69140625,-42.96875,-34.1796875
1691552247208.875,-43.45703125,-38.0859375,-43.45703125,-42.48046875
1691552247255.75,-25.87890625,-39.0625,-41.9921875,-19.04296875
1691552247302.625,-24.90234375,-37.109375,-31.25,-69.3359375
1691552247349.5,-46.38671875,-54.6875,-43.45703125,-71.77734375
1691552247396.375,-42.96875,-27.83203125,-37.109375,-48.828125
1691552247443.25,-32.2265625,-37.109375,-33.203125,-43.45703125
1691552247490.125,-34.66796875,-30.2734375,-29.296875,-30.76171875
1691552247537,-37.59765625,-32.71484375,-31.25,-30.76171875
1691552247583.875,-47.8515625,-39.55078125,-29.78515625,-23.92578125
1691552247630.75,-57.12890625,-36.62109375,-25.390625,-52.24609375
1691552247677.625,-86.9140625,-15.625,-11.23046875,-92.7734375
1691552247724.5,-66.40625,-36.62109375,-24.90234375,-65.91796875
1691552247771.375,-21.97265625,-59.08203125,-24.90234375,-0.9765625
1691552247818.25,-5.859375,-37.109375,-16.11328125,10.7421875
1691552247865.125,-14.6484375,-33.203125,-21.484375,-6.8359375
1691552247912,-31.73828125,-25.87890625,-24.4140625,-18.06640625
1691552247958.875,-42.96875,-32.71484375,-30.2734375,-30.2734375
1691552248005.75,-39.0625,-35.15625,-17.08984375,-24.90234375
1691552248052.625,-79.1015625,-35.15625,-25.87890625,-33.203125
1691552248099.5,-58.59375,-20.5078125,-27.34375,-28.80859375
1691552248146.375,-70.3125,-33.69140625,-34.1796875,-41.9921875
1691552248193.25,-34.66796875,-11.23046875,-36.62109375,-46.875
1691552248240.125,-45.41015625,-31.25,-27.34375,-52.734375
1691552248287,-49.8046875,-37.59765625,-32.2265625,-45.41015625
1691552248333.875,-49.31640625,-20.01953125,-23.4375,-25.87890625
1691552248380.75,-21.97265625,-15.625,-28.80859375,-41.015625
1691552248427.625,-27.83203125,-15.13671875,-25.87890625,-21.484375
1691552248474.5,-21.97265625,-26.3671875,-33.203125,-29.78515625
1691552248521.375,-41.9921875,-33.69140625,-22.4609375,-43.9453125
1691552248568.25,-17.08984375,-20.99609375,-25.87890625,-36.1328125
1691552248615.125,-36.1328125,-23.4375,-42.48046875,-56.640625
1691552248662,-15.13671875,-31.73828125,-38.0859375,-37.109375
1691552248708.875,-20.01953125,-35.15625,-40.52734375,-41.015625
1691552248755.75,11.71875,-28.3203125,-32.2265625,-24.4140625
1691552248802.625,19.04296875,-16.6015625,-41.50390625,-33.69140625
1691552248849.5,-18.06640625,-34.66796875,-41.9921875,-38.0859375
1691552248896.375,-23.92578125,-38.57421875,-36.1328125,-35.64453125
1691552248943.25,-30.76171875,-47.8515625,-39.0625,-32.2265625
1691552248990.125,-19.53125,-27.34375,-30.76171875,-39.0625
1691552249037,-16.6015625,-27.83203125,-30.76171875,-27.34375
1691552249083.875,-41.015625,-48.828125,-31.25,-42.48046875
1691552249130.75,-40.0390625,-45.41015625,-36.1328125,-30.2734375
1691552249177.625,-42.48046875,-31.73828125,-40.0390625,-45.41015625
1691552249224.5,-45.41015625,-33.203125,-37.59765625,-32.71484375
1691552249271.375,-39.55078125,-41.015625,-36.62109375,-46.38671875
1691552249318.25,-43.45703125,-36.62109375,-27.34375,-44.921875
1691552249365.125,-41.50390625,-27.34375,-34.66796875,-60.546875
1691552249412,-35.64453125,-34.1796875,-33.203125,-41.50390625
1691552249458.875,-35.15625,-40.52734375,-31.73828125,-41.50390625
1691552249505.75,-32.2265625,-37.59765625,-32.2265625,-46.38671875
1691552249552.625,-36.1328125,-41.9921875,-40.52734375,-38.0859375
1691552249599.5,-25.390625,-25.390625,-42.96875,-42.48046875
1691552249646.375,-27.34375,-44.43359375,-30.76171875,-39.55078125
1691552249693.25,-59.08203125,-42.48046875,-23.92578125,-26.3671875
1691552249740.125,-26.3671875,-18.06640625,-19.04296875,-30.76171875
1691552249787,-48.33984375,-42.48046875,-25.87890625,-26.3671875
1691552249833.875,-23.4375,-15.625,-15.625,-25.390625
1691552249880.75,-41.015625,-31.73828125,-16.11328125,-41.015625
1691552249927.625,-19.04296875,-40.52734375,-20.5078125,-21.484375
1691552249974.5,-29.78515625,-40.0390625,-28.80859375,-34.66796875
1691552250021.375,-37.109375,-42.96875,-20.5078125,-26.3671875
1691552250068.25,-27.83203125,-17.08984375,-25.87890625,-41.015625
1691552250115.125,-35.64453125,-32.2265625,-31.73828125,-27.34375
1691552250162,-35.64453125,-30.76171875,-26.85546875,-23.4375
1691552250208.875,-47.8515625,-42.48046875,-25.390625,-25.87890625
1691552250255.75,-36.62109375,-32.71484375,-32.71484375,-25.390625
1691552250302.625,-31.73828125,-27.34375,-26.3671875,-16.6015625
1691552250349.5,-41.50390625,-43.45703125,-35.15625,-37.59765625
1691552250396.375,-44.43359375,-41.015625,-25.390625,-35.15625
1691552250443.25,-49.31640625,-23.4375,-37.59765625,-37.59765625
1691552250490.125,-37.59765625,-26.85546875,-34.1796875,-37.109375
1691552250537,-38.57421875,-41.9921875,-31.73828125,-32.2265625
1691552250583.875,-33.69140625,-21.484375,-19.53125,-27.83203125
1691552250630.75,-39.0625,-23.92578125,-24.90234375,-32.71484375
1691552250677.625,-41.015625,-30.76171875,-28.80859375,-33.69140625
1691552250724.5,-42.48046875,-30.76171875,-30.76171875,-29.78515625
1691552250771.375,-40.52734375,-24.4140625,-27.83203125,-34.66796875
1691552250818.25,-45.41015625,-52.24609375,-41.9921875,-42.96875
1691552250865.125,-34.1796875,-36.62109375,-22.94921875,-41.9921875
1691552250912,-11.71875,-34.1796875,-27.83203125,-51.7578125
1691552250958.875,-41.9921875,-28.80859375,-23.4375,-80.078125
1691552251005.75,-29.78515625,-40.52734375,-17.578125,-70.3125
1691552251052.625,-52.24609375,-29.296875,-16.6015625,-119.62890625
1691552251099.5,-83.984375,-29.296875,-9.27734375,-129.8828125
1691552251146.375,-109.375,-26.85546875,-8.7890625,-154.78515625
1691552251193.25,-49.31640625,-30.2734375,-11.23046875,-132.8125
1691552251240.125,-62.01171875,-53.22265625,-26.3671875,-110.3515625
1691552251287,-91.796875,-84.9609375,-62.01171875,-91.796875
1691552251333.875,-100.5859375,-72.75390625,-69.3359375,-64.94140625
1691552251380.75,-51.7578125,-66.40625,-70.80078125,-72.75390625
1691552251427.625,-91.796875,-109.375,-93.75,-107.421875
1691552251474.5,-97.65625,-101.5625,-96.19140625,-106.93359375
1691552251521.375,-67.3828125,-79.58984375,-90.8203125,-97.65625
1691552251568.25,-75.1953125,-92.7734375,-75.68359375,-85.44921875
1691552251615.125,-63.96484375,-63.96484375,-63.96484375,-46.875
1691552251662,-70.3125,-68.359375,-65.4296875,-77.1484375
1691552251708.875,-62.5,-62.01171875,-76.66015625,-80.56640625
1691552251755.75,-73.73046875,-56.640625,-60.05859375,-94.7265625
1691552251802.625,-73.2421875,-61.03515625,-72.75390625,-86.42578125
1691552251849.5,-98.14453125,-61.5234375,-62.5,-109.86328125
1691552251896.375,-17.08984375,-60.546875,-43.9453125,-104.98046875
1691552251943.25,-56.640625,-57.6171875,-43.45703125,-118.1640625
1691552251990.125,-23.92578125,-35.15625,-25.87890625,-80.078125
1691552252037,-38.57421875,-23.4375,-8.7890625,-57.12890625
1691552252083.875,-17.578125,5.859375,4.8828125,-32.71484375
1691552252130.75,6.34765625,29.78515625,37.59765625,29.296875
1691552252177.625,8.30078125,12.6953125,14.16015625,48.828125
1691552252224.5,-6.34765625,-0.9765625,-2.44140625,37.59765625
1691552252271.375,3.41796875,-7.8125,-7.8125,26.3671875
1691552252318.25,-5.859375,-5.859375,-23.92578125,15.13671875
1691552252365.125,-5.859375,-16.6015625,-16.6015625,6.34765625
1691552252412,-32.2265625,-12.20703125,-30.2734375,-50.29296875
1691552252458.875,-12.6953125,-3.90625,-29.78515625,-22.4609375
1691552252505.75,-36.1328125,-35.64453125,-35.64453125,-40.0390625
1691552252552.625,-26.3671875,-20.01953125,-23.4375,-8.7890625
1691552252599.5,-19.04296875,-33.203125,-33.69140625,-21.484375
1691552252646.375,-12.20703125,-27.34375,-21.484375,-10.25390625
1691552252693.25,-35.64453125,-19.04296875,-32.2265625,-34.1796875
1691552252740.125,-34.1796875,-44.921875,-36.62109375,-31.73828125
1691552252787,-32.2265625,-23.92578125,-26.3671875,-44.921875
1691552252833.875,-46.875,-31.73828125,-31.25,-32.71484375
1691552252880.75,-68.84765625,-22.94921875,-24.90234375,-62.5
1691552252927.625,-53.7109375,-26.85546875,-42.96875,-41.9921875
1691552252974.5,-40.52734375,-28.80859375,-57.6171875,11.71875
1691552253021.375,-40.0390625,-0.48828125,-38.57421875,59.08203125
1691552253068.25,-28.3203125,-17.578125,-33.69140625,36.62109375
1691552253115.125,-18.06640625,7.32421875,-55.6640625,21.97265625
1691552253162,-23.92578125,-31.73828125,-70.3125,-42.96875
1691552253208.875,-57.6171875,-87.40234375,-80.078125,-51.7578125
1691552253255.75,-64.453125,-57.12890625,-63.4765625,-55.6640625
1691552253302.625,-135.7421875,-143.06640625,-165.52734375,-153.80859375
1691552253349.5,-197.265625,-194.3359375,-175.29296875,-209.47265625
1691552253396.375,-128.90625,-131.34765625,-122.0703125,-155.2734375
1691552253443.25,-141.6015625,-153.80859375,-139.6484375,-140.625
1691552253490.125,-156.73828125,-174.8046875,-118.1640625,-130.859375
1691552253537,-92.28515625,-130.37109375,-95.21484375,-83.0078125
1691552253583.875,-97.16796875,-122.0703125,-106.4453125,-94.23828125
1691552253630.75,-107.421875,-145.5078125,-111.328125,-89.35546875
1691552253677.625,-107.91015625,-126.46484375,-105.46875,-75.1953125
1691552253724.5,-92.28515625,-119.140625,-75.68359375,-52.734375
1691552253771.375,-80.078125,-97.65625,-77.63671875,-62.98828125
1691552253818.25,-98.6328125,-85.9375,-85.44921875,-76.171875
1691552253865.125,-87.890625,-90.8203125,-75.1953125,-83.49609375
1691552253912,-40.52734375,-70.80078125,-72.265625,-35.64453125
1691552253958.875,-30.76171875,-44.43359375,-57.12890625,-42.48046875
1691552254005.75,-34.1796875,-56.640625,-51.26953125,-59.08203125
1691552254052.625,-6.34765625,-16.11328125,-22.94921875,-24.90234375
1691552254099.5,-46.875,-16.6015625,-11.71875,-40.52734375
1691552254146.375,-28.80859375,-18.5546875,-6.8359375,-17.08984375
1691552254193.25,23.92578125,11.23046875,6.8359375,12.6953125
1691552254240.125,17.578125,14.6484375,13.18359375,20.99609375
1691552254287,21.97265625,31.73828125,37.109375,22.94921875
1691552254333.875,12.20703125,36.1328125,26.85546875,30.76171875
1691552254380.75,8.7890625,33.69140625,-1.46484375,18.06640625
1691552254427.625,3.90625,-2.9296875,0.48828125,19.53125
1691552254474.5,20.99609375,8.7890625,9.765625,35.15625
1691552254521.375,-14.6484375,6.8359375,-10.25390625,-13.18359375
1691552254568.25,0.48828125,9.27734375,-16.11328125,2.44140625
1691552254615.125,-20.99609375,-36.62109375,-12.6953125,-16.6015625
1691552254662,-19.53125,-14.6484375,-22.94921875,-3.90625
1691552254708.875,-21.97265625,-19.53125,-10.25390625,10.25390625
1691552254755.75,-22.4609375,-20.01953125,-16.6015625,-3.90625
1691552254802.625,-12.6953125,-23.92578125,-26.85546875,-19.53125
1691552254849.5,-19.53125,-14.16015625,-18.06640625,-7.8125
1691552254896.375,-19.04296875,-20.5078125,-15.13671875,-8.30078125
1691552254943.25,-17.08984375,-22.4609375,-18.5546875,-17.08984375
1691552254990.125,-20.5078125,-21.484375,-10.7421875,-10.7421875
1691552255037,-25.390625,-19.53125,-14.16015625,-29.78515625
1691552255083.875,6.8359375,-1.46484375,-23.92578125,-6.34765625
1691552255130.75,-21.484375,-31.73828125,4.39453125,3.90625
1691552255177.625,-20.99609375,-6.34765625,-6.34765625,-10.25390625
1691552255224.5,-32.2265625,-46.38671875,-15.13671875,-34.1796875
1691552255271.375,-5.37109375,-16.6015625,14.16015625,-20.99609375
1691552255318.25,-262.6953125,302.24609375,-81.0546875,-149.90234375
1691552255365.125,-166.50390625,310.546875,-49.8046875,-73.73046875
1691552255412,-17.08984375,27.83203125,-30.2734375,-3.41796875
1691552255458.875,58.10546875,-108.88671875,-11.71875,37.109375
1691552255505.75,44.43359375,-98.6328125,-5.859375,16.6015625
1691552255552.625,63.4765625,-59.08203125,-7.8125,-4.39453125
1691552255599.5,27.83203125,-39.55078125,-20.99609375,-12.6953125
1691552255646.375,11.71875,-36.62109375,-21.484375,-9.765625
1691552255693.25,-5.859375,-41.50390625,-13.18359375,-10.7421875
1691552255740.125,-19.04296875,-57.12890625,-24.4140625,-24.90234375
1691552255787,-19.53125,-20.99609375,-16.6015625,-26.85546875
1691552255833.875,-15.13671875,-7.32421875,-27.34375,-26.3671875
1691552255880.75,-34.1796875,-23.4375,-40.0390625,-46.875
1691552255927.625,-26.3671875,-30.76171875,-26.3671875,-23.92578125
1691552255974.5,-38.0859375,-40.0390625,-31.73828125,-35.64453125
1691552256021.375,-20.5078125,-34.1796875,-20.99609375,-39.0625
1691552256068.25,-57.12890625,-14.6484375,-25.87890625,-34.66796875
1691552256115.125,-167.96875,52.24609375,-10.7421875,-183.59375
1691552256162,-115.72265625,-20.99609375,-35.64453125,-98.6328125
1691552256208.875,9.765625,-49.31640625,-34.1796875,4.8828125
1691552256255.75,21.97265625,-40.52734375,-23.92578125,42.48046875
1691552256302.625,27.83203125,-56.15234375,-27.34375,24.4140625
1691552256349.5,-5.37109375,-41.9921875,-27.83203125,12.6953125
1691552256396.375,-16.6015625,-47.8515625,-37.59765625,-19.04296875
1691552256443.25,-30.76171875,-35.15625,-37.109375,-25.87890625
1691552256490.125,-37.59765625,-38.0859375,-34.66796875,-20.5078125
1691552256537,-20.99609375,-28.3203125,-37.109375,-36.1328125
1691552256583.875,-30.2734375,-33.69140625,-16.6015625,-9.765625
1691552256630.75,-39.55078125,-52.734375,-31.25,-41.015625
1691552256677.625,-29.296875,-43.45703125,-27.34375,-32.2265625
1691552256724.5,-36.62109375,-2.9296875,-16.6015625,-29.296875
1691552256771.375,-30.2734375,-39.0625,-24.4140625,-39.0625
1691552256818.25,-58.10546875,-34.1796875,-37.59765625,-39.0625
1691552256865.125,-234.375,-78.125,968.26171875,-173.828125
1691552256912,-147.4609375,-45.41015625,968.26171875,-117.1875
1691552256958.875,-4.39453125,-65.91796875,231.93359375,-20.01953125
1691552257005.75,28.80859375,-39.55078125,-428.7109375,24.90234375
1691552257052.625,24.90234375,-30.76171875,-381.8359375,21.484375
1691552257099.5,0.9765625,-30.76171875,-409.1796875,12.20703125
1691552257146.375,-7.8125,-34.1796875,-479.98046875,-4.39453125
1691552257193.25,-20.99609375,-23.4375,-397.94921875,-8.30078125
1691552257240.125,-17.578125,-27.34375,-260.7421875,-27.83203125
1691552257287,-17.08984375,-39.0625,-229.4921875,-5.859375
1691552257333.875,-7.32421875,-14.16015625,-220.703125,-15.625
1691552257380.75,-21.484375,-24.4140625,-171.38671875,-14.16015625
1691552257427.625,-29.296875,-36.1328125,-32.71484375,-26.3671875
1691552257474.5,-23.92578125,-26.85546875,-44.43359375,4.8828125
1691552257521.375,-30.76171875,-36.1328125,-28.3203125,-26.85546875
1691552257568.25,-32.71484375,-33.203125,-34.1796875,-34.66796875
1691552257615.125,-55.6640625,-50.29296875,-34.66796875,-28.3203125
1691552257662,-41.9921875,-32.2265625,-28.80859375,-56.15234375
1691552257708.875,-35.15625,-27.34375,-7.8125,-40.0390625
1691552257755.75,-48.828125,-51.26953125,-31.25,-49.8046875
1691552257802.625,-37.59765625,-42.48046875,-54.19921875,-38.57421875
1691552257849.5,-35.15625,-29.296875,-35.64453125,-38.0859375
1691552257896.375,-35.64453125,-41.015625,-41.9921875,-41.9921875
1691552257943.25,-36.1328125,-23.4375,-32.2265625,-22.4609375
1691552257990.125,-43.9453125,-37.109375,-25.390625,-27.83203125
1691552258037,-35.64453125,-26.3671875,-31.73828125,-31.73828125
1691552258083.875,-42.48046875,-29.78515625,-24.90234375,-39.55078125
1691552258130.75,-33.69140625,-34.1796875,-11.71875,-35.64453125
1691552258177.625,-27.34375,-35.15625,-15.625,-27.34375
1691552258224.5,-34.1796875,-30.2734375,-41.50390625,-29.78515625
1691552258271.375,-38.57421875,-21.97265625,-25.390625,-27.34375
1691552258318.25,-46.38671875,-24.90234375,-26.85546875,-42.96875
1691552258365.125,-27.34375,-28.80859375,-9.27734375,-19.53125
1691552258412,-36.62109375,-42.48046875,-19.53125,-23.92578125
1691552258458.875,-31.25,-19.53125,-21.484375,-31.25
1691552258505.75,-35.64453125,-26.3671875,-20.99609375,-43.45703125
1691552258552.625,-34.1796875,-32.2265625,-26.3671875,-41.9921875
1691552258599.5,-29.296875,-28.80859375,-27.83203125,-38.57421875
1691552258646.375,-32.71484375,-39.55078125,-21.97265625,-38.57421875
1691552258693.25,-41.50390625,-36.62109375,-19.04296875,-31.25
1691552258740.125,-48.828125,-32.71484375,-31.73828125,-43.9453125
1691552258787,-32.2265625,-15.625,-20.5078125,-35.15625
1691552258833.875,-40.52734375,-33.203125,-26.3671875,-42.96875
1691552258880.75,-24.90234375,-34.1796875,-29.78515625,-46.875
1691552258927.625,-45.41015625,-38.0859375,-23.4375,-43.9453125
1691552258974.5,-25.390625,-41.9921875,-25.390625,-41.50390625
1691552259021.375,-32.71484375,-25.87890625,-21.97265625,-36.62109375
1691552259068.25,-28.80859375,-37.59765625,-17.578125,-48.828125
1691552259115.125,-27.83203125,-30.76171875,-35.15625,-49.31640625
1691552259162,-69.3359375,-30.2734375,-25.87890625,-91.796875
1691552259208.875,-27.34375,-34.66796875,-32.71484375,-62.98828125
1691552259255.75,-39.0625,-31.73828125,-22.4609375,-52.734375
1691552259302.625,-24.4140625,-21.97265625,-18.06640625,-49.8046875
1691552259349.5,-32.2265625,-21.484375,-38.0859375,-57.6171875
1691552259396.375,-16.6015625,-29.296875,-36.62109375,-36.62109375
1691552259443.25,-21.97265625,-35.15625,-38.57421875,-26.85546875
1691552259490.125,-38.57421875,-42.48046875,-23.4375,-23.92578125
1691552259537,-41.50390625,-27.34375,-31.73828125,-33.203125
1691552259583.875,-27.34375,-23.4375,-10.7421875,-1.46484375
1691552259630.75,-41.50390625,-32.71484375,-31.73828125,-34.66796875
1691552259677.625,-42.96875,-29.296875,-12.6953125,-20.99609375
1691552259724.5,-46.875,-33.203125,-30.76171875,-49.31640625
1691552259771.375,-36.62109375,-29.78515625,-30.2734375,-42.48046875
1691552259818.25,-19.04296875,-33.69140625,-35.64453125,-27.83203125
1691552259865.125,-35.15625,-45.41015625,-28.3203125,-28.80859375
1691552259912,-40.52734375,-32.2265625,-32.71484375,-40.0390625
1691552259958.875,-41.015625,-24.90234375,-10.7421875,-25.87890625
1691552260005.75,-36.62109375,-28.80859375,-27.83203125,-28.3203125
1691552260052.625,-29.78515625,-27.34375,-18.5546875,-31.25
1691552260099.5,-38.0859375,-28.3203125,-25.87890625,-38.57421875
1691552260146.375,-29.78515625,-39.0625,-29.296875,-44.921875
1691552260193.25,-42.48046875,-37.59765625,-27.83203125,-37.59765625
1691552260240.125,-34.1796875,-26.3671875,-26.85546875,-27.34375
